brand,model_year,fuel_type,transmission,ext_col,accident,Country_of_Origin,Engine_CC,Mileage_KM,Price_USD,base_model
Audi,2019,Gasoline,Automatic,White,Accident Reported,Germany,2000.0,80467,27000.0,Q5
Mazda,2018,Gasoline,Automatic,White,Clean,Japan,2500.0,31382,32250.0,Cx-9 Signature
Ford,2016,Gasoline,Manual,Orange,Accident Reported,USA,5000.0,57936,31000.0,Mustang Gt
Chevrolet,2022,Gasoline,Automatic,Orange,Clean,USA,6200.0,10686,51999.0,Camaro 1Ss
BMW,2016,Gasoline,Automatic,White,Accident Reported,Germany,3000.0,120459,21900.0,X5 Xdrive35I
Nissan,2014,Gasoline,Automatic,White,Accident Reported,Japan,3500.0,188293,10900.0,Maxima Sv
Infiniti,2022,Gasoline,Automatic,Gold,Clean,Japan,3500.0,9656,57999.0,Qx60 Autograph
Mitsubishi,2006,Gasoline,Manual,Silver,Clean,Japan,2000.0,205996,37999.0,Lancer Evolution
BMW,2021,Gasoline,Automatic,White,Clean,Germany,2000.0,24140,39995.0,X3 Xdrive30I
Toyota,2016,Gasoline,Automatic,Red,Clean,Japan,5700.0,191511,29950.0,Tundra Sr5
Lincoln,2006,Gasoline,Automatic,Silver,Accident Reported,USA,5400.0,140817,12999.0,Mark Lt
Ford,2011,Gasoline,Automatic,Black,Clean,USA,3500.0,239792,7999.0,Flex
Audi,2015,Flex Fuel,Automatic,Gray,Accident Reported,Germany,2000.0,88031,20995.0,Q5
Ford,2021,Gasoline,Automatic,Black,Clean,USA,3500.0,73996,38532.0,F-150 Xl
Lincoln,2017,Gasoline,Automatic,White,Clean,USA,2700.0,91485,29000.0,Continental Reserve
Jeep,2017,Gasoline,Automatic,Blue,Accident Reported,USA,3600.0,128989,22500.0,Grand Cherokee
GMC,2013,Gasoline,Automatic,Blue,Accident Reported,USA,2400.0,18609,12300.0,Terrain Slt-1
Mercedes-Benz,2021,Hybrid,Automatic,Gray,Clean,Germany,3000.0,25130,78000.0,Amg E
Subaru,2013,Gasoline,Manual,Blue,Accident Reported,Japan,2500.0,181855,16000.0,Impreza Wrx
Kia,2018,Gasoline,Automatic,White,Clean,South Korea,2400.0,119091,15000.0,Optima S
Mercedes-Benz,2011,Gasoline,Automatic,Black,Clean,Germany,3500.0,159647,11900.0,M-Class Ml
Volkswagen,2018,Gasoline,Automatic,Red,Clean,Germany,2000.0,59262,23999.0,Beetle S
Acura,2005,Gasoline,Automatic,Gray,Accident Reported,Japan,2000.0,299402,6700.0,Rsx
GMC,2020,Gasoline,Automatic,Black,Clean,USA,3600.0,93342,27700.0,Acadia Sle
Ford,2020,Gasoline,Automatic,Blue,Clean,USA,2700.0,50292,42500.0,F-150 Lariat
Jeep,2020,Gasoline,Automatic,White,Clean,USA,3600.0,69202,46500.0,Gladiator Overland
Toyota,2020,Gasoline,Manual,Black,Clean,Japan,3500.0,66303,41598.0,Tacoma Trd
Genesis,2022,Gasoline,Automatic,Gray,Clean,South Korea,3500.0,20760,53000.0,Gv70 3.5T
MINI,2020,Gasoline,Automatic,Black,Clean,UK,1500.0,120258,21612.0,Countryman Cooper
Mazda,2021,Gasoline,Automatic,Silver,Clean,Japan,2500.0,98358,26485.0,Cx-5 Grand
BMW,2003,Gasoline,Manual,Silver,Accident Reported,Germany,2500.0,228526,4800.0,325 I
Toyota,2012,Gasoline,Automatic,Black,Accident Reported,Japan,1500.0,208176,7950.0,Yaris L
Chevrolet,2010,Flex Fuel,Automatic,White,Accident Reported,USA,5300.0,328305,4900.0,Express 1500
Lincoln,2016,Gasoline,Automatic,Black,Clean,USA,3500.0,186040,22500.0,Navigator L
Jeep,2023,Hybrid,Automatic,Gray,Clean,USA,3600.0,2515,62500.0,Wrangler Sahara
Bentley,2007,Gasoline,Automatic,Black,Accident Reported,UK,6000.0,116140,35995.0,Continental Gt
Lexus,2018,Gasoline,Automatic,Gray,Clean,Japan,3500.0,42004,37899.0,Rx 350
BMW,2017,Gasoline,Automatic,White,Clean,Germany,2000.0,94758,21000.0,430 I
Honda,2008,Gasoline,Manual,Silver,Accident Reported,Japan,1800.0,306805,5500.0,Civic Ex
Porsche,2020,Gasoline,Automatic,White,Clean,Germany,3000.0,60350,59900.0,Cayenne
Cadillac,2013,Gasoline,Automatic,Blue,Clean,USA,2500.0,362102,13600.0,Ats 2.5L
Lexus,2014,Gasoline,Automatic,White,Clean,Japan,4600.0,198361,24995.0,Ls 460
Cadillac,2021,Gasoline,Automatic,White,Clean,USA,6200.0,18441,88900.0,Escalade Luxury
Mercedes-Benz,2016,Gasoline,Automatic,White,Clean,Germany,2000.0,108291,20490.0,C-Class C
Hyundai,2013,Gasoline,Automatic,Silver,Accident Reported,South Korea,1600.0,91470,10500.0,Veloster
Chevrolet,2002,Gasoline,Automatic,Orange,Clean,USA,5700.0,71081,30000.0,Corvette
Mercedes-Benz,2019,Gasoline,Automatic,Blue,Clean,Germany,2000.0,96184,26900.0,C-Class C
Kia,2018,Gasoline,Automatic,Silver,Clean,South Korea,3300.0,90606,29950.0,Stinger Gt
Volvo,2004,Gasoline,Manual,Black,Clean,Sweden,2500.0,268760,8000.0,S60 R
Chevrolet,2015,Flex Fuel,Automatic,Brown,Clean,USA,6000.0,197579,27499.0,Silverado 2500
Land,2019,Gasoline,Automatic,Black,Clean,UK,3000.0,95387,54995.0,Rover Range
GMC,2015,Gasoline,Automatic,Silver,Accident Reported,USA,5300.0,164153,24500.0,Sierra 1500
Chevrolet,2020,Gasoline,Automatic,Red,Accident Reported,USA,5300.0,65869,44800.0,Silverado 1500
Chevrolet,2022,Gasoline,Automatic,White,Clean,USA,6200.0,30899,69790.0,Suburban Z71
Land,2011,Gasoline,Automatic,Black,Clean,UK,5000.0,168981,10000.0,Rover Range
Ford,2016,Diesel,Automatic,Gray,Clean,USA,6700.0,197386,38900.0,F-250 Lariat
Subaru,2022,Gasoline,Manual,White,Clean,Japan,2400.0,22531,34999.0,Brz
Lexus,2008,Gasoline,Automatic,Black,Clean,Japan,4600.0,162331,15397.0,Ls 460
Land,2013,Gasoline,Automatic,Black,Accident Reported,UK,5000.0,178637,15000.0,Rover Range
Cadillac,2021,Gasoline,Automatic,White,Accident Reported,USA,6200.0,61960,94995.0,Escalade Platinum
Nissan,2020,Gasoline,Automatic,White,Clean,Japan,3500.0,66385,21865.0,Pathfinder S
MINI,2006,Gasoline,Automatic,Orange,Clean,UK,1600.0,160290,5500.0,Cooper S
Acura,2013,Gasoline,Automatic,White,Accident Reported,Japan,2000.0,318649,11000.0,Ilx 2.0L
Lexus,2021,Gasoline,Automatic,Silver,Accident Reported,Japan,3500.0,33149,42599.0,Rx 350
Porsche,2013,Gasoline,Manual,White,Clean,Germany,3800.0,83756,76500.0,911 Carrera
MINI,2022,Gasoline,Manual,Gray,Clean,UK,2000.0,38265,30000.0,Hardtop Cooper
Ford,2018,Gasoline,Automatic,Gold,Accident Reported,USA,3500.0,97623,46900.0,F-150 Platinum
Mazda,2018,Gasoline,Automatic,Gray,Clean,Japan,2500.0,98170,21800.0,Cx-5 Touring
Lexus,2020,Gasoline,Automatic,Black,Clean,Japan,3500.0,86502,32600.0,Rx 350
BMW,2023,Gasoline,Automatic,Black,Clean,Germany,4400.0,22104,77897.0,X5 M50I
Mercedes-Benz,2019,Gasoline,Automatic,Black,Clean,Germany,2000.0,52432,33998.0,E-Class E
Porsche,2006,Gasoline,Manual,Silver,Accident Reported,Germany,3600.0,154939,52500.0,911 Carrera
Ford,2015,Diesel,Automatic,Red,Clean,USA,6700.0,260713,32000.0,F-350 Lariat
BMW,2019,Gasoline,Automatic,White,Clean,Germany,2000.0,148124,24999.0,X3 Xdrive30I
RAM,2017,Gasoline,Automatic,Blue,Accident Reported,USA,5700.0,118592,27000.0,1500 Slt
Toyota,2009,Gasoline,Manual,Brown,Clean,Japan,2700.0,78455,17900.0,Tacoma
Cadillac,2011,Gasoline,Automatic,Gray,Clean,USA,3000.0,200430,8450.0,Srx Performance
Ford,2010,Gasoline,Automatic,White,Clean,USA,4600.0,111044,20000.0,Mustang Gt
Dodge,2004,Diesel,Automatic,Black,Clean,USA,5900.0,238182,19000.0,Ram 2500
BMW,2006,Gasoline,Manual,Silver,Clean,Germany,4800.0,196566,10500.0,650 I
Subaru,2012,Gasoline,Manual,Black,Clean,Japan,2500.0,170590,15000.0,Impreza Wrx
Ford,2017,Gasoline,Automatic,Gray,Accident Reported,USA,2000.0,182329,16500.0,Edge Titanium
Kia,2021,Gasoline,Automatic,Black,Clean,South Korea,3800.0,39305,44315.0,Telluride Sx
RAM,2018,Gasoline,Automatic,White,Accident Reported,USA,5700.0,88192,37050.0,1500 Rebel
Ford,2017,Gasoline,Automatic,Gray,Clean,USA,3500.0,259104,17500.0,Explorer Xlt
Mercedes-Benz,2019,Gasoline,Automatic,Black,Clean,Germany,3000.0,46277,61350.0,Amg Gle
Audi,2016,Flex Fuel,Automatic,White,Accident Reported,Germany,2000.0,83855,20499.0,Q5
Nissan,2018,Gasoline,Automatic,Black,Clean,Japan,5600.0,193040,20999.0,Armada Platinum
Mercedes-Benz,2003,Gasoline,Automatic,White,Clean,Germany,5000.0,128878,12500.0,Sl-Class Sl500
Jeep,2021,Gasoline,Automatic,Black,Clean,USA,3600.0,6598,55000.0,Gladiator Overland
Dodge,2017,Gasoline,Automatic,Red,Clean,USA,3600.0,101791,18650.0,Charger
Lincoln,2017,Gasoline,Automatic,Silver,Clean,USA,2700.0,111738,26500.0,Mkx Black
Toyota,2015,Gasoline,Automatic,Black,Clean,Japan,5700.0,173880,31380.0,Tundra Sr5
BMW,2008,Gasoline,Automatic,Black,Clean,Germany,3000.0,157715,13998.0,335 I
BMW,2019,Gasoline,Automatic,White,Clean,Germany,2000.0,84093,34500.0,X1 Xdrive28I
Mercedes-Benz,2015,Diesel,Automatic,White,Clean,Germany,3000.0,2414,39500.0,Sprinter High
Dodge,2021,Gasoline,Automatic,Black,Clean,USA,3600.0,64374,32500.0,Challenger Gt
Audi,2012,Gasoline,Automatic,Black,Clean,Germany,3000.0,62310,31000.0,S4 3.0
Toyota,2018,Gasoline,Automatic,Other,Clean,Japan,3500.0,135481,35998.0,Tacoma Trd
Mercedes-Benz,2021,Diesel,Automatic,Red,Clean,Germany,3000.0,21475,56500.0,Sprinter 2500
Infiniti,2018,Gasoline,Automatic,Black,Clean,Japan,3000.0,83444,28900.0,Q50 3.0T
Porsche,2002,Gasoline,Manual,Black,Accident Reported,Germany,3600.0,192316,36995.0,911 Carrera
Ford,2021,Gasoline,Automatic,White,Clean,USA,3500.0,49758,51999.0,Expedition Max
Chevrolet,2023,Gasoline,Automatic,Gray,Clean,USA,6200.0,1770,92000.0,Corvette Stingray
Mercedes-Benz,2019,Gasoline,Automatic,Blue,Clean,Germany,2000.0,64374,27900.0,C-Class C
Jeep,2005,Gasoline,Automatic,Black,Clean,USA,5700.0,161739,9998.0,Grand Cherokee
Dodge,2020,Gasoline,Automatic,Gray,Accident Reported,USA,6200.0,87419,67000.0,Charger Srt
Mercedes-Benz,2018,Gasoline,Automatic,Black,Clean,Germany,2000.0,78858,23450.0,C-Class C
Cadillac,2007,Gasoline,Automatic,Gold,Accident Reported,USA,4600.0,209214,3499.0,Dts Luxury
Maserati,2023,Gasoline,Automatic,White,Clean,Italy,2000.0,5988,69645.0,Grecale Modena
Mercedes-Benz,2016,Gasoline,Automatic,Black,Clean,Germany,4700.0,125691,34500.0,S-Class S
Chevrolet,2017,Gasoline,Automatic,Gray,Accident Reported,USA,1500.0,86904,16000.0,Malibu 1Lt
Nissan,2011,Gasoline,Automatic,White,Accident Reported,Japan,3500.0,297728,7500.0,Quest Sl
Mercedes-Benz,2015,Gasoline,Automatic,Blue,Clean,Germany,1800.0,78858,23500.0,Slk-Class Slk
GMC,2024,Gasoline,Automatic,White,Clean,USA,6600.0,3288,81500.0,Sierra 2500
Lexus,2016,Gasoline,Automatic,Black,Clean,Japan,3500.0,115470,28000.0,Rx 350
Chevrolet,2020,Gasoline,Automatic,Other,Clean,USA,6200.0,8359,87500.0,Corvette Stingray
BMW,2019,Gasoline,Automatic,White,Clean,Germany,2000.0,67914,27500.0,330 I
Mercedes-Benz,2020,Gasoline,Automatic,Gold,Clean,Germany,2000.0,68746,33500.0,Glc 300
Chevrolet,2022,Gasoline,Manual,Other,Clean,USA,6200.0,17846,80900.0,Corvette Stingray
Jaguar,2018,Gasoline,Automatic,Black,Clean,UK,2000.0,60796,32500.0,Xf 25T
Ford,2021,Gasoline,Automatic,Blue,Clean,USA,2700.0,57809,42995.0,F-150 Xlt
Scion,2014,Gasoline,Manual,Black,Accident Reported,Japan,2000.0,262353,8900.0,Fr-S Monogram
Mercedes-Benz,2020,Gasoline,Automatic,Blue,Clean,Germany,2000.0,22885,35500.0,C-Class C
Chevrolet,2019,Gasoline,Automatic,Silver,Clean,USA,5300.0,78663,49573.0,Tahoe Premier
BMW,2002,Gasoline,Automatic,Black,Clean,Germany,3200.0,188615,15000.0,M3
Ford,2016,Flex Fuel,Automatic,Gray,Clean,USA,5000.0,40234,65000.0,F-150 Lariat
Infiniti,2013,Gasoline,Automatic,Gray,Clean,Japan,3700.0,53591,21990.0,G37 Journey
Ford,2007,Gasoline,Automatic,White,Clean,USA,5400.0,199431,6900.0,Expedition Xlt
BMW,2021,Gasoline,Automatic,Blue,Clean,Germany,2000.0,20600,39990.0,X3 Sdrive30I
Aston,2015,Gasoline,Manual,Black,Clean,UK,4700.0,33957,80000.0,Martin Vantage
Chevrolet,2009,Flex Fuel,Automatic,Black,Clean,USA,5300.0,168551,15000.0,Tahoe Lt
Ford,2020,Gasoline,Automatic,White,Accident Reported,USA,3500.0,85295,38500.0,Transit-250
Lexus,2021,Gasoline,Automatic,Other,Clean,Japan,2500.0,28276,39998.0,Es 250
RAM,2020,Hybrid,Automatic,Gray,Accident Reported,USA,5700.0,102797,41900.0,1500 Rebel
Ford,2023,Hybrid,Automatic,Silver,Clean,USA,2500.0,20117,29999.0,Maverick Xl
BMW,2001,Gasoline,Manual,Black,Clean,Germany,3000.0,167355,10500.0,Z3 3.0I
Chevrolet,2022,Gasoline,Manual,Blue,Clean,USA,6200.0,11265,50000.0,Camaro 1Ss
Chevrolet,2023,Gasoline,Automatic,Blue,Clean,USA,6200.0,14484,92000.0,Corvette Stingray
Pontiac,2007,Gasoline,Automatic,Silver,Clean,USA,2000.0,12553,19000.0,Solstice Gxp
Cadillac,2017,Gasoline,Automatic,Gray,Accident Reported,USA,3600.0,111510,20997.0,Xts Luxury
Toyota,2011,Gasoline,Automatic,White,Accident Reported,Japan,3500.0,170590,16600.0,Highlander
Lincoln,2020,Gasoline,Automatic,Black,Accident Reported,USA,3500.0,109435,55999.0,Navigator Reserve
Toyota,2019,Hybrid,Automatic,Blue,Clean,Japan,3500.0,22254,43000.0,Highlander Hybrid
Audi,2018,Gasoline,Automatic,White,Clean,Germany,2000.0,63730,26999.0,A3 Tech
Jeep,2003,Gasoline,Manual,Gold,Clean,USA,2400.0,148059,12500.0,Wrangler
Toyota,2022,Gasoline,Automatic,Black,Clean,Japan,3500.0,8079,36500.0,Tacoma Sr
Chevrolet,2007,Gasoline,Automatic,Black,Accident Reported,USA,6000.0,173487,15000.0,Trailblazer Ss
Audi,2019,Gasoline,Automatic,Gray,Clean,Germany,2000.0,38346,34995.0,A5
Audi,2020,Hybrid,Automatic,White,Clean,Germany,3000.0,40716,39900.0,A6 55
Mercedes-Benz,2016,Diesel,Automatic,Silver,Accident Reported,Germany,3000.0,642127,24500.0,Sprinter 2500
Porsche,2005,Gasoline,Manual,Silver,Clean,Germany,3600.0,74352,49999.0,911 Carrera
Chevrolet,2022,Gasoline,Automatic,Red,Clean,USA,6200.0,5082,85989.0,Corvette Stingray
GMC,2021,Gasoline,Automatic,White,Clean,USA,2000.0,41843,30900.0,Acadia Sle
Chevrolet,2007,Gasoline,Automatic,Red,Accident Reported,USA,6000.0,198753,27000.0,Corvette
Ford,2018,Gasoline,Manual,White,Clean,USA,5000.0,43195,42500.0,Mustang Gt
Ford,2021,Gasoline,Automatic,Silver,Clean,USA,2000.0,28704,31933.0,Edge
Cadillac,2012,Flex Fuel,Automatic,Black,Clean,USA,6200.0,184269,16100.0,Escalade Luxury
Chevrolet,2022,Gasoline,Automatic,White,Clean,USA,6200.0,8690,89900.0,Corvette Stingray
Toyota,2016,Gasoline,Automatic,Red,Clean,Japan,1800.0,28163,15100.0,Corolla
Chevrolet,2017,Gasoline,Automatic,Blue,Clean,USA,4800.0,90123,44600.0,Express 2500
Chevrolet,2020,Gasoline,Automatic,Black,Clean,USA,1400.0,33474,19000.0,Trax Ls
Volkswagen,2015,Gasoline,Automatic,Black,Clean,Germany,1800.0,173073,13200.0,Golf Auto
Nissan,2012,Gasoline,Automatic,Black,Clean,Japan,4000.0,331524,5000.0,Pathfinder Silver
Ford,2018,Flex Fuel,Automatic,Black,Clean,USA,5000.0,59707,46000.0,F-150 Platinum
Land,2019,Gasoline,Automatic,Silver,Clean,UK,3000.0,31886,51900.0,Rover Range
Kia,2010,Gasoline,Automatic,White,Clean,South Korea,2700.0,335259,3500.0,Sportage Lx
Lexus,2012,Gasoline,Automatic,White,Accident Reported,Japan,4600.0,321868,9995.0,Ls 460
MINI,2012,Gasoline,Automatic,White,Clean,UK,1600.0,106216,10999.0,Cooper S
Volvo,2019,Gasoline,Automatic,Silver,Clean,Sweden,2000.0,33189,36800.0,Xc60 T6
Ford,2018,Gasoline,Automatic,Black,Clean,USA,3500.0,138403,26900.0,Explorer
Mercedes-Benz,2016,Gasoline,Automatic,Blue,Clean,Germany,4000.0,82646,73000.0,G-Class G
Jeep,2021,Gasoline,Automatic,Gray,Clean,USA,6400.0,61155,72980.0,Wrangler Unlimited
Toyota,2015,Hybrid,Automatic,Blue,Clean,Japan,2500.0,259104,11500.0,Avalon Hybrid
Nissan,2012,Gasoline,Automatic,Black,Clean,Japan,1600.0,120298,12500.0,Juke Sl
Porsche,2013,Gasoline,Automatic,Gray,Accident Reported,Germany,3400.0,108666,59500.0,911 Carrera
MINI,2012,Gasoline,Automatic,White,Clean,UK,1600.0,244620,9000.0,Cooper S
Subaru,2019,Gasoline,Automatic,Black,Clean,Japan,2400.0,114702,23900.0,Ascent Touring
Subaru,2017,Gasoline,Manual,Blue,Clean,Japan,2500.0,60833,32500.0,Wrx Sti
Land,2019,Gasoline,Automatic,White,Clean,UK,3000.0,67592,48990.0,Rover Range
Kia,2022,Plug-In Hybrid,Automatic,White,Clean,South Korea,1600.0,16256,44990.0,Sorento Plug-In
Chevrolet,2022,Gasoline,Automatic,White,Clean,USA,6200.0,12714,92500.0,Corvette Stingray
Nissan,2017,Gasoline,Automatic,Black,Clean,Japan,5600.0,301173,16995.0,Armada Sv
Porsche,2014,Gasoline,Automatic,White,Clean,Germany,4800.0,159486,32000.0,Cayenne Turbo
Subaru,2021,Gasoline,Automatic,Blue,Clean,Japan,2400.0,53913,34000.0,Outback Touring
Acura,2016,Gasoline,Automatic,Black,Clean,Japan,3500.0,165223,15450.0,Rlx Advance
Ford,2001,Gasoline,Manual,Black,Clean,USA,4600.0,84772,16995.0,Mustang Gt
BMW,2017,Gasoline,Automatic,White,Clean,Germany,2000.0,95278,23000.0,330 I
Mercedes-Benz,2009,Gasoline,Automatic,Black,Clean,Germany,5500.0,96721,27000.0,Sl-Class Sl550
Audi,2021,Gasoline,Automatic,Black,Clean,Germany,4000.0,69585,76400.0,Sq8 4.0T
MINI,2007,Gasoline,Automatic,Beige,Clean,UK,1600.0,189902,3600.0,Cooper S
Ford,2021,Gasoline,Automatic,Yellow,Clean,USA,2300.0,27842,31000.0,Mustang Ecoboost
Audi,2016,Gasoline,Automatic,White,Clean,Germany,4000.0,104285,50000.0,Rs 7
Mercedes-Benz,2022,Gasoline,Automatic,Blue,Clean,Germany,2000.0,2266,46798.0,Glc 300
Volkswagen,2015,Diesel,Automatic,Gold,Clean,Germany,3000.0,24409,35000.0,Touareg Tdi
Porsche,2016,Gasoline,Automatic,White,Clean,Germany,3600.0,103963,41000.0,Cayenne Gts
Jeep,2022,Gasoline,Automatic,Black,Clean,USA,6400.0,50070,83000.0,Grand Wagoneer
MINI,2011,Gasoline,Manual,Silver,Clean,UK,1600.0,102193,10500.0,Cooper S
RAM,2022,Gasoline,Automatic,Black,Clean,USA,5700.0,21668,46999.0,1500 Laramie
Chevrolet,2001,Gasoline,Automatic,Black,Clean,USA,3800.0,104247,7500.0,Camaro
Jeep,2022,Gasoline,Automatic,Gray,Clean,USA,3200.0,15451,33498.0,Cherokee X
BMW,2013,Gasoline,Automatic,Black,Accident Reported,Germany,4400.0,217261,14000.0,Alpina B7
Volvo,2013,Gasoline,Automatic,White,Accident Reported,Sweden,3200.0,336133,7500.0,Xc90 3.2
Infiniti,2016,Gasoline,Automatic,Gray,Accident Reported,Japan,3000.0,80261,21500.0,Q50 3.0T
MINI,2009,Gasoline,Manual,Red,Clean,UK,1600.0,145431,9250.0,Cooper
Porsche,2014,Gasoline,Automatic,White,Clean,Germany,3800.0,59014,82499.0,911 Carrera
Jeep,2023,Gasoline,Automatic,Other,Clean,USA,6400.0,6038,84620.0,Grand Wagoneer
Lexus,2021,Gasoline,Automatic,White,Clean,Japan,3500.0,49505,44950.0,Rx 350
RAM,2022,Gasoline,Automatic,Black,Clean,USA,5700.0,21626,46599.0,1500 Laramie
Jeep,2020,Gasoline,Automatic,Red,Clean,USA,3600.0,14645,49895.0,Gladiator Overland
Ford,2011,Hybrid,Automatic,White,Accident Reported,USA,2500.0,360209,4500.0,Fusion Hybrid
Audi,2016,Gasoline,Automatic,Black,Clean,Germany,2000.0,154497,21990.0,A6
Chevrolet,2004,Gasoline,Automatic,Red,Accident Reported,USA,5300.0,297728,10500.0,Silverado 1500
Honda,2017,Hybrid,Automatic,White,Accident Reported,Japan,2000.0,155140,18500.0,Accord Hybrid
RAM,2018,Gasoline,Automatic,White,Clean,USA,6400.0,109218,36500.0,2500 Slt
Land,2015,Flex Fuel,Automatic,Blue,Clean,UK,5000.0,103481,44850.0,Rover Range
Chevrolet,2018,Gasoline,Automatic,White,Clean,USA,3600.0,123115,33500.0,Colorado Zr2
GMC,2017,Diesel,Automatic,Blue,Accident Reported,USA,6600.0,155049,53000.0,Sierra 2500
Subaru,2018,Gasoline,Automatic,Blue,Clean,Japan,2000.0,120057,24000.0,Crosstrek 2.0I
Subaru,2014,Gasoline,Automatic,Other,Accident Reported,Japan,2500.0,253519,9995.0,Outback 2.5I
Jeep,2012,Gasoline,Automatic,Orange,Clean,USA,3600.0,128747,30000.0,Wrangler Unlimited
Mercedes-Benz,2021,Gasoline,Automatic,Blue,Clean,Germany,2000.0,30577,37999.0,C-Class C
Porsche,2013,Gasoline,Automatic,Gray,Accident Reported,Germany,3800.0,102998,67000.0,911 Carrera
Mercedes-Benz,2019,Gasoline,Automatic,White,Clean,Germany,3000.0,54827,46900.0,Gls 450
Buick,2021,Gasoline,Automatic,Other,Clean,USA,2000.0,32354,33295.0,Envision Preferred
Nissan,2022,Gasoline,Automatic,Red,Clean,Japan,5600.0,13518,59950.0,Armada Platinum
Chevrolet,2021,Gasoline,Automatic,White,Clean,USA,6200.0,39702,72500.0,Corvette Stingray
Ford,2013,Gasoline,Manual,White,Clean,USA,5800.0,26519,66400.0,Mustang Shelby
Ford,2018,Flex Fuel,Automatic,Gray,Clean,USA,5000.0,84490,35000.0,F-150 Xl
Porsche,2004,Gasoline,Automatic,Silver,Clean,Germany,4500.0,148864,12000.0,Cayenne Turbo
Mitsubishi,2008,Gasoline,Automatic,Gray,Accident Reported,Japan,3800.0,101276,10000.0,Eclipse Spyder
Lexus,2007,Gasoline,Automatic,White,Clean,Japan,4700.0,187649,19975.0,Gx 470
Dodge,2010,Gasoline,Automatic,Red,Accident Reported,USA,3700.0,276845,7500.0,Dakota Big
Jeep,2012,Gasoline,Automatic,Black,Clean,USA,3600.0,92114,22500.0,Wrangler
Subaru,2020,Gasoline,Automatic,Silver,Clean,Japan,2500.0,71777,28300.0,Outback
Jeep,2013,Gasoline,Manual,Black,Clean,USA,3600.0,292626,21000.0,Wrangler Unlimited
Subaru,2021,Gasoline,Automatic,Other,Clean,Japan,2400.0,64290,36791.0,Ascent Touring
Ford,2017,Diesel,Automatic,White,Clean,USA,6700.0,251786,40000.0,F-350 Xl
Porsche,2014,Gasoline,Automatic,Silver,Clean,Germany,4800.0,251368,36000.0,Cayenne Turbo
BMW,2020,Gasoline,Automatic,Gray,Clean,Germany,2000.0,45044,29000.0,X1 Xdrive28I
Toyota,2014,Gasoline,Automatic,Blue,Accident Reported,Japan,4000.0,236090,24999.0,4Runner
GMC,2019,Gasoline,Automatic,Black,Accident Reported,USA,6200.0,142346,42900.0,Yukon Denali
Toyota,2020,Gasoline,Automatic,Gray,Accident Reported,Japan,2000.0,22635,27671.0,C-Hr
Subaru,2020,Gasoline,Automatic,Other,Accident Reported,Japan,2400.0,59295,30427.0,Outback Xt
Chevrolet,2020,Gasoline,Automatic,White,Clean,USA,5300.0,78858,44900.0,Silverado 1500
BMW,2013,Gasoline,Automatic,White,Clean,Germany,4400.0,93342,17900.0,X5 Xdrive50I
Audi,2021,Hybrid,Automatic,Blue,Clean,Germany,3000.0,36693,52000.0,A6 55
Subaru,2014,Gasoline,Automatic,Blue,Clean,Japan,2500.0,125540,14750.0,Outback 2.5I
Ford,2020,Diesel,Automatic,Gray,Clean,USA,6700.0,58741,69900.0,F-250 King
Honda,2004,Gasoline,Automatic,Brown,Accident Reported,Japan,2400.0,251620,3990.0,Cr-V Ex
Lexus,2021,Gasoline,Automatic,White,Clean,Japan,4600.0,28501,59000.0,Gx 460
Ford,2013,Gasoline,Automatic,Brown,Accident Reported,USA,3500.0,239792,7850.0,Explorer Xlt
Subaru,2015,Gasoline,Automatic,Silver,Clean,Japan,2500.0,144841,16000.0,Forester 2.5I
Ford,2022,Gasoline,Automatic,Silver,Clean,USA,2700.0,16077,64500.0,Bronco Wildtrak
Mercedes-Benz,2019,Gasoline,Automatic,Other,Clean,Germany,2000.0,46129,29500.0,A-Class A
Lexus,2015,Gasoline,Automatic,Gray,Accident Reported,Japan,2000.0,199960,17900.0,Nx 200T
Ford,2017,Diesel,Automatic,White,Clean,USA,6700.0,81722,61000.0,F-250 Lariat
Toyota,2022,Gasoline,Automatic,Red,Clean,Japan,3500.0,31158,38298.0,Camry Xse
Mercedes-Benz,2005,Gasoline,Automatic,Gray,Clean,Germany,5400.0,210824,16500.0,E-Class E55
Toyota,2022,Gasoline,Automatic,Gray,Clean,Japan,3500.0,49890,43000.0,Highlander
Volvo,2021,Plug-In Hybrid,Automatic,Gray,Clean,Sweden,2000.0,38878,44900.0,S60 Recharge
Audi,2016,Gasoline,Automatic,Black,Accident Reported,Germany,3000.0,117265,22000.0,A6 3.0T
Mercedes-Benz,2014,Gasoline,Automatic,Blue,Clean,Germany,3500.0,144137,18995.0,E-Class E
Nissan,2012,Gasoline,Automatic,Black,Accident Reported,Japan,1600.0,116901,15000.0,Juke Sl
Mercedes-Benz,2012,Gasoline,Automatic,Black,Clean,Germany,4600.0,127138,19999.0,Cls-Class Cls
Audi,2012,Gasoline,Automatic,White,Clean,Germany,2000.0,179544,11200.0,A3
Lexus,2018,Gasoline,Automatic,White,Accident Reported,Japan,4600.0,120700,38095.0,Gx 460
Ford,2007,Gasoline,Automatic,Black,Accident Reported,USA,4000.0,272965,5900.0,Mustang
Honda,2011,Gasoline,Automatic,Black,Clean,Japan,3500.0,281634,9000.0,Pilot Ex-L
BMW,2017,Gasoline,Automatic,Black,Clean,Germany,3000.0,158520,24500.0,540 I
Chrysler,2012,Gasoline,Automatic,Black,Accident Reported,USA,3600.0,85295,13750.0,300 S
